county,zip,address,snapshot
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2020-10-17 00:12:56
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2020-10-17 00:12:56
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2020-10-17 00:12:56
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2020-10-17 00:12:56
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2020-10-17 00:12:56
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2020-10-17 00:12:56
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2020-10-17 00:12:56
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2020-10-17 00:12:56
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2020-10-17 00:12:56
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2020-10-17 00:12:56
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2020-10-17 00:12:56
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2020-10-17 00:12:56
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2020-10-17 00:12:56
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2020-10-17 00:12:56
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2020-10-17 00:12:56
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2020-10-17 00:12:56
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2020-10-17 00:12:56
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2020-10-17 00:12:56
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2020-10-17 00:12:56
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2020-10-17 00:12:56
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2020-10-17 00:12:56
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2020-10-17 00:12:56
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2020-10-17 00:12:56
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2020-10-17 00:12:56
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2020-10-17 00:12:56
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2020-10-17 00:12:56
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2020-10-17 00:12:56
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2020-10-17 00:12:56
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2020-10-17 00:12:56
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2020-10-17 00:12:56
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2020-10-17 00:12:56
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2020-10-17 00:12:56
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2020-10-17 00:12:56
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2020-10-17 00:12:56
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2020-10-17 00:12:56
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2020-10-17 00:12:56
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2020-10-17 00:12:56
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2020-10-17 00:12:56
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2020-10-17 00:12:56
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2020-10-17 00:12:56
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2020-10-17 00:12:56
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2020-10-17 00:12:56
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2020-10-17 00:12:56
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2020-10-17 00:12:56
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2020-10-17 00:12:56
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2020-10-17 00:12:56
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2020-10-17 00:12:56
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2020-10-17 00:12:56
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2020-10-17 00:12:56
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2020-10-17 00:12:56
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2020-10-17 00:12:56
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2020-10-17 00:12:56
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2020-10-17 00:12:56
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2020-10-17 00:12:56
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2020-10-17 00:12:56
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2020-10-17 00:12:56
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2020-10-17 00:12:56
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2020-10-17 00:12:56
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2020-10-17 00:12:56
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2020-10-17 00:12:56
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2020-10-17 00:12:56
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2020-10-17 00:12:56
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2020-10-17 00:12:56
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2020-10-17 00:12:56
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2020-10-17 00:12:56
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2020-10-17 00:12:56
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2020-10-17 00:12:56
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2020-10-17 00:12:56
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2020-10-17 00:12:56
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2020-10-17 00:12:56
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2020-10-17 00:12:56
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2021-09-24 08:15:24
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-09-24 08:15:24
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2021-09-24 08:15:24
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2021-09-24 08:15:24
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2021-09-24 08:15:24
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-09-24 08:15:24
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2021-09-24 08:15:24
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2021-09-24 08:15:24
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2021-09-24 08:15:24
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2021-09-24 08:15:24
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2021-09-24 08:15:24
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2021-09-24 08:15:24
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2021-09-24 08:15:24
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2021-09-24 08:15:24
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2021-09-24 08:15:24
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2021-09-24 08:15:24
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-09-24 08:15:24
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2021-09-24 08:15:24
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2021-09-24 08:15:24
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2021-09-24 08:15:24
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2021-09-24 08:15:24
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2021-09-24 08:15:24
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2021-09-24 08:15:24
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2021-09-24 08:15:24
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2021-09-24 08:15:24
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2021-09-24 08:15:24
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2021-09-24 08:15:24
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2021-09-24 08:15:24
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2021-09-24 08:15:24
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2021-09-24 08:15:24
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2021-09-24 08:15:24
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-09-24 08:15:24
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-09-24 08:15:24
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2021-09-24 08:15:24
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2021-09-24 08:15:24
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2021-09-24 08:15:24
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2021-09-24 08:15:24
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2021-09-24 08:15:24
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2021-09-24 08:15:24
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2021-09-24 08:15:24
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-09-24 08:15:24
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2021-09-24 08:15:24
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2021-09-24 08:15:24
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2021-09-24 08:15:24
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2021-09-24 08:15:24
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2021-09-24 08:15:24
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2021-09-24 08:15:24
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2021-09-24 08:15:24
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2021-09-24 08:15:24
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2021-09-24 08:15:24
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2021-09-24 08:15:24
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2021-09-24 08:15:24
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2021-09-24 08:15:24
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2021-09-24 08:15:24
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2021-09-24 08:15:24
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2021-09-24 08:15:24
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2021-09-24 08:15:24
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2021-09-24 08:15:24
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2021-09-24 08:15:24
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2021-09-24 08:15:24
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2021-09-24 08:15:24
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2021-09-24 08:15:24
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2021-09-24 08:15:24
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2021-09-24 08:15:24
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2021-09-24 08:15:24
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2021-09-24 08:15:24
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2021-09-24 08:15:24
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2021-09-24 08:15:24
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2021-09-24 08:15:24
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2021-09-24 08:15:24
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2021-09-24 08:15:24
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2021-09-24 08:15:24
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2021-09-24 08:15:24
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-09-24 08:15:24
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2021-09-24 08:15:24
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2021-09-24 08:15:24
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2021-09-24 08:15:24
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2021-09-24 08:15:24
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2021-09-24 08:15:24
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2021-09-24 08:15:24
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2021-09-24 08:15:24
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2021-09-24 08:15:24
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2021-09-24 08:15:24
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2021-09-24 08:15:24
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2021-09-24 08:15:24
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2021-09-24 08:15:24
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2021-09-24 08:15:24
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2021-09-24 08:15:24
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2021-09-24 08:15:24
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2021-09-24 08:15:24
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2021-09-24 08:15:24
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2021-09-24 08:15:24
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2021-09-24 08:15:24
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2021-09-24 08:15:24
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2021-09-24 08:15:24
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2021-09-24 08:15:24
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2021-09-24 08:15:24
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2021-09-24 08:15:24
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2021-09-24 08:15:24
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2021-09-24 08:15:24
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2021-03-01 07:42:18
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-03-01 07:42:18
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2021-03-01 07:42:18
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2021-03-01 07:42:18
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2021-03-01 07:42:18
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-03-01 07:42:18
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2021-03-01 07:42:18
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2021-03-01 07:42:18
Brown,54155,"525 Airport Road PO Box 365 Oneida, WI 54155 ",2021-03-01 07:42:18
Buffalo,54610,"407 S. 2nd St. Alma, WI 54610 ",2021-03-01 07:42:18
Burnett,24467,"24467 State Road 35 70 Siren, WI 54872 ",2021-03-01 07:42:18
Burnett,54893,"St. Croix Tribal Health Center 4404 State Road 70 Webster, WI 54893 ",2021-03-01 07:42:18
Calumet,53014,"206 Court St. Chilton, WI 53014 ",2021-03-01 07:42:18
Chippewa,54729,"711 North Bridge St. Chippewa Falls, WI 54729 ",2021-03-01 07:42:18
Clark,54460,"W4266 CTH X Owen, WI 54460 ",2021-03-01 07:42:18
Columbia,53901,"111 E. Mullett St. Portage, WI 53901 ",2021-03-01 07:42:18
Crawford,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-03-01 07:42:18
Dane,53704,"2705 E. Washington Ave. Madison, WI 53704-5002 ",2021-03-01 07:42:18
Dodge,53039,"199 County Road DF Juneau, WI 53039 ",2021-03-01 07:42:18
Door,54235,"421 Nebraska St. Sturgeon Bay, WI 54235 ",2021-03-01 07:42:18
Douglas,54880,"1805 North 14th St., Suite 4 Superior, WI 54880 ",2021-03-01 07:42:18
Dunn,54751,"3001 State Hwy 12E Menomonie, WI 54751 ",2021-03-01 07:42:18
Eau Claire,54703,"720 2nd Ave. Eau Claire, WI 54703 ",2021-03-01 07:42:18
Florence,54121,"501 Lake Ave. Florence, WI 54121 ",2021-03-01 07:42:18
Fond du Lac,54935,"160 South Macy St. Fond du Lac, WI 54935 ",2021-03-01 07:42:18
Forest,54520,"200 East Madison St., Courthouse Crandon, WI 54520 ",2021-03-01 07:42:18
Forest,54520,"Mole Lake Health Office 3144 Vanzile Road Crandon, WI 54520 ",2021-03-01 07:42:18
Forest,54520,"8201 Mish Ko Swen Drive Crandon, WI 54520 ",2021-03-01 07:42:18
Grant,53813,"111 S. Jefferson St. Lancaster, WI 53813 ",2021-03-01 07:42:18
Green,53566,"N3150 Hwy 81 Monroe, WI 53566 ",2021-03-01 07:42:18
Green Lake,54982,"400 South Townline Road Wautoma, WI 54982 ",2021-03-01 07:42:18
Iowa,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-03-01 07:42:18
Iron,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2021-03-01 07:42:18
Jackson,54615,"421 County Road R Black River Falls, WI 54615 ",2021-03-01 07:42:18
Jackson,54615,"Black River Falls Health Office 6520 Lumberjack Guy Road Black River Falls, WI 54615 ",2021-03-01 07:42:18
Jefferson,53549,"1541 Annex Road Jefferson, WI 53549 ",2021-03-01 07:42:18
Juneau,53948,"200 Hickory Street Mauston, WI 53948 ",2021-03-01 07:42:18
Kenosha,53143,"2000 63rd St. Kenosha, WI 53143 ",2021-03-01 07:42:18
Kewaunee,54216,"810 Lincoln St. Kewaunee, WI 54216 ",2021-03-01 07:42:18
La Crosse,54601,"300 Fourth St. North La Crosse, WI 54601 ",2021-03-01 07:42:18
Lafayette,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-03-01 07:42:18
Langlade,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2021-03-01 07:42:18
Lincoln,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2021-03-01 07:42:18
Manitowoc,54220,1028 S. 9th St. Manitowoc WI 54220 ,2021-03-01 07:42:18
Marathon,54401,"216 S 3rd Ave. Wausau, WI 54401 ",2021-03-01 07:42:18
Marinette,54143,"2500 Hall Ave., Suite C Marinette, WI 54143 ",2021-03-01 07:42:18
Marquette,54982,"400 South Townline Road Wautoma, WI 54982 ",2021-03-01 07:42:18
Menominee,54135,"PO Box 970 W3275 Wolf River Road Keshena, WI 54135 ",2021-03-01 07:42:18
Milwaukee,53214,"7120 West National Ave. West Allis, WI 53214 ",2021-03-01 07:42:18
Milwaukee,53116,"5050 S. Lake Drive Cudahy, WI 53116 ",2021-03-01 07:42:18
Milwaukee,53220,"7325 West Forest Home Ave. Greenfield, WI 53220 ",2021-03-01 07:42:18
Milwaukee,53233,"1218 West Kilbourn Ave, Suite 207 Milwaukee, WI 53233 ",2021-03-01 07:42:18
Milwaukee,53204,"1337 South Cesar Chavez Drive Milwaukee, WI 53204 ",2021-03-01 07:42:18
Milwaukee,53215,"1445 South 32nd St. Milwaukee, WI 53215 ",2021-03-01 07:42:18
Milwaukee,53218,"Northwest Health Center 7630 West Mill Road Milwaukee, WI 53218 ",2021-03-01 07:42:18
Milwaukee,53216,"Keenan WIC Project 3200 N 36th St. Milwaukee, WI 53216 ",2021-03-01 07:42:18
Milwaukee,53204,"South Side Health Center (SSHC) 1639 S. 23rd St., First Floor Milwaukee, WI 53204 ",2021-03-01 07:42:18
Milwaukee,53212,"2555 North Dr. Martin Luther King Jr. Drive Milwaukee, WI 53212 ",2021-03-01 07:42:18
Milwaukee,53206,"3882 North Teutonia Ave. Milwaukee, WI 53206 ",2021-03-01 07:42:18
Milwaukee,53216,"5825 West Capitol Drive Milwaukee, WI 53216 ",2021-03-01 07:42:18
Milwaukee,53208,"4630 W. North Ave. Milwaukee, WI 53208 ",2021-03-01 07:42:18
Monroe,54656,"315 West Oak St., Suite B Sparta, WI 54656 ",2021-03-01 07:42:18
Oconto,54153,"501 Park Ave. Oconto, WI 54153 ",2021-03-01 07:42:18
Oneida,54501,"100 West Keenan St. Rhinelander, WI 54501 ",2021-03-01 07:42:18
Outagamie,54911,"320 South Walnut St. Appleton, WI 54911 ",2021-03-01 07:42:18
Ozaukee,53074,"121 W. Main St. Port Washington, WI 53074 ",2021-03-01 07:42:18
Pepin,54011,"412 W Kinne St Ellsworth, WI 54011 ",2021-03-01 07:42:18
Pierce,54011,"412 West Kinne St. Ellsworth, WI 54011 ",2021-03-01 07:42:18
Polk,54810,"100 Polk County Plaza Suite 180 Balsam Lake, WI 54810 ",2021-03-01 07:42:18
Polk,54893,"St. Croix Tribal Center 4040 State Road 70 Webster, WI 54893 ",2021-03-01 07:42:18
Portage,54481,"817 Whiting Ave. Stevens Point, WI 54481 ",2021-03-01 07:42:18
Price,54555,"104 South Eyder Ave. Phillips, WI 54555 ",2021-03-01 07:42:18
Racine,53404,"Health and Nutrition Service of Racine, Inc. 2316 Rapids Drive Racine, WI 53404 ",2021-03-01 07:42:18
Richland,53533,"149 North Iowa St. Dodgeville, WI 53533 ",2021-03-01 07:42:18
Rock,53545,"32 East Racine St, Janesville, WI 53545 ",2021-03-01 07:42:18
Rock,53511,"46 Eclipse Center Beloit, WI 53511-3550 Phone: 608-362-1566 Fax: 608-362-6310 Email: nutrition53511@sbcglobal.net Website: www.nhawic.org",2021-03-01 07:42:18
Rusk,54848,"311 Miner Ave. East, Suite C220 Ladysmith, WI 54848 ",2021-03-01 07:42:18
St. Croix,54017,"1752 Dorset Lane New Richmond, WI 54017 ",2021-03-01 07:42:18
Sauk,53913,"505 Broadway Baraboo, WI 53913 ",2021-03-01 07:42:18
Sauk,53913,"Ho Chunk House of Wellness Center S2845 White Eagle Road Baraboo, WI 53913 ",2021-03-01 07:42:18
Sawyer,10610,"10610 Main St., Suite 224 Hayward, WI 54843 ",2021-03-01 07:42:18
Sawyer,13380,"Lac Courte Oreilles Tribal Health Center 13380 W. Trepania Road Hayward, WI 54843 ",2021-03-01 07:42:18
Shawano,54166,"311 North Main St., Courthouse Shawano, WI 54166 ",2021-03-01 07:42:18
Shawano,12802,"Stockbridge-Munsee Wellness Center W12802 County Highway A Bowler, WI 54416 ",2021-03-01 07:42:18
Sheboygan,53081,"1011 North 8th St. Sheboygan, WI 53081 ",2021-03-01 07:42:18
Taylor,54451,"224 South 2nd St. Medford, WI 54451 ",2021-03-01 07:42:18
Trempealeau,36245,"36245 Main St. Whitehall, WI 54773 ",2021-03-01 07:42:18
Vernon,54655,"318 Fairlane Drive (County Hwy BB) PO BOX 209 Viroqua, WI 54655-6138 ",2021-03-01 07:42:18
Vilas,54521,"330 Court Street. Eagle River, WI 54521 ",2021-03-01 07:42:18
Vilas,54538,"Peter Christensen Health Center 129 Old Abe Road Lac du Flambeau, WI 54538 ",2021-03-01 07:42:18
Walworth,53121,"W4051 County Road NN, PO Box 1005 Elkhorn, WI 53121 ",2021-03-01 07:42:18
Washburn,54801,"222 Oak St. Spooner, WI 54801 ",2021-03-01 07:42:18
Washington,53095,"333 East Washington St., Suite 1100 PO Box 2003 West Bend, WI 53095-2003 ",2021-03-01 07:42:18
Waukesha,53188,"514 Riverview Ave. Waukesha, WI 53188 ",2021-03-01 07:42:18
Waupaca,54981,"811 Harding St. Waupaca, WI 54981 ",2021-03-01 07:42:18
Waushara,54982,"400 South Townline Rd Wautoma, WI 54982 ",2021-03-01 07:42:18
Winnebago,54901,"112 Otter Ave. PO Box 2808 Oshkosh, WI 54901-5008 ",2021-03-01 07:42:18
Winnebago,54956,"211 N. Commercial St. Neenah, WI 54956 ",2021-03-01 07:42:18
Wood,54495,"111 W. Jackson St. Wisconsin Rapids, WI 54495 ",2021-03-01 07:42:18
Wood,54457,"Nekoosa Health Office 1021 County Hwy. G Nekoosa, WI 54457 ",2021-03-01 07:42:18
Adams,53948,"200 Hickory Street Mauston, WI 53948 ",2016-12-23 07:13:51
Ashland,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2016-12-23 07:13:51
Ashland,53585,"Bad River Health Center 53585 Nokomis Road Ashland, WI 54806 ",2016-12-23 07:13:51
Barron,54812,"335 E. Monroe Ave., Room 338 Barron, WI 54812 ",2016-12-23 07:13:51
Barron,54893,"St. Croix Tribal Center 4404 State Road 70 Webster, WI 54893 ",2016-12-23 07:13:51
Bayfield,54806,"216 3rd St. West, Suite 100 Ashland, WI 54806 ",2016-12-23 07:13:51
Bayfield,36745,"Red Cliff Community Health 36745 Aiken Road Bayfield, WI 54814 ",2016-12-23 07:13:51
Brown,54301,"622 Bodart St. Green Bay, WI 54301 ",2016-12-23 07:13:51
